REF_DATE,GEO,Statistic,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2015,Province 5,Average expenditure per household,All quintiles,Shelter,Dollars,C412,14172.0,Couple families,Total all ages,"$15,000 and over",215430.0
2015,Province 5,Average expenditure per household,All quintiles,Principal accommodation,Dollars,C413,12841.0,Couple families,Total all ages,"$20,000 and over",213320.0
2015,Province 5,Average expenditure per household,All quintiles,Rented living quarters,Dollars,C414,2857.0,Couple families,Total all ages,"$25,000 and over",210410.0
2015,Province 5,Average expenditure per household,All quintiles,Owned living quarters,Dollars,C415,6844.0,Couple families,Total all ages,"$30,000 and over",204380.0
2015,Province 5,Average expenditure per household,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C416,3140.0,Couple families,Total all ages,"$35,000 and over",194540.0
2015,Province 5,Average expenditure per household,All quintiles,Other accommodation,Dollars,C417,1331.0,Couple families,Total all ages,"$40,000 and over",185760.0
2015,Province 5,Average expenditure per household,All quintiles,Household operations,Dollars,C418,4554.0,Couple families,Total all ages,"$45,000 and over",177160.0
2015,Province 5,Average expenditure per household,All quintiles,Communications,Dollars,C419,2224.0,Couple families,Total all ages,"$50,000 and over",168470.0
2015,Province 5,Average expenditure per household,All quintiles,Household furnishings and equipment,Dollars,C420,1980.0,Couple families,Total all ages,"$60,000 and over",150410.0
2015,Province 5,Average expenditure per household,All quintiles,Household furnishings,Dollars,C421,726.0,Couple families,Total all ages,"$70,000 and over",132400.0
2015,Province 5,Average expenditure per household,All quintiles,Household equipment,Dollars,C422,1162.0,Couple families,Total all ages,"$75,000 and over",123420.0
2015,Province 5,Average expenditure per household,All quintiles,Household appliances,Dollars,C423,415.0,Couple families,Total all ages,"$80,000 and over",114850.0
2015,Province 5,Average expenditure per household,All quintiles,Clothing and accessories,Dollars,C424,2723.0,Couple families,Total all ages,"$90,000 and over",98460.0
2015,Province 5,Average expenditure per household,All quintiles,Transportation,Dollars,C425,11029.0,Couple families,Total all ages,Median total income,82860.0
2015,Province 5,Average expenditure per household,Lowest quintile,Total expenditure,Dollars,C426,26372.0,Couple families,0 to 24 years,All income groups,2940.0
2015,Province 5,Average expenditure per household,Lowest quintile,Food purchased from stores,Dollars,C427,3273.0,Couple families,0 to 24 years,"Under $10,000",280.0
2015,Province 5,Average expenditure per household,Lowest quintile,Food purchased from restaurants,Dollars,C428,654.0,Couple families,0 to 24 years,"$10,000 and over",2660.0
2015,Province 5,Average expenditure per household,Lowest quintile,Shelter,Dollars,C429,8517.0,Couple families,0 to 24 years,"$15,000 and over",2490.0
2015,Province 5,Average expenditure per household,Lowest quintile,Principal accommodation,Dollars,C430,7863.0,Couple families,0 to 24 years,"$20,000 and over",2290.0
2015,Province 5,Average expenditure per household,Lowest quintile,Rented living quarters,Dollars,C431,4710.0,Couple families,0 to 24 years,"$25,000 and over",2070.0
2015,Province 5,Average expenditure per household,Lowest quintile,Owned living quarters,Dollars,C432,,Couple families,0 to 24 years,"$30,000 and over",1820.0
2015,Province 5,Average expenditure per household,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C433,1737.0,Couple families,0 to 24 years,"$35,000 and over",1550.0
2015,Province 5,Average expenditure per household,Lowest quintile,Other accommodation,Dollars,C434,,Couple families,0 to 24 years,"$40,000 and over",1330.0
2015,Province 5,Average expenditure per household,Lowest quintile,Household operations,Dollars,C435,2358.0,Couple families,0 to 24 years,"$45,000 and over",1100.0
2015,Province 5,Average expenditure per household,Lowest quintile,Communications,Dollars,C436,1344.0,Couple families,0 to 24 years,"$50,000 and over",900.0
2015,Province 5,Average expenditure per household,Lowest quintile,Household furnishings and equipment,Dollars,C437,661.0,Couple families,0 to 24 years,"$60,000 and over",610.0
2015,Province 5,Average expenditure per household,Lowest quintile,Household furnishings,Dollars,C438,294.0,Couple families,0 to 24 years,"$70,000 and over",410.0
2015,Province 5,Average expenditure per household,Lowest quintile,Household equipment,Dollars,C439,,Couple families,0 to 24 years,"$75,000 and over",340.0
2015,Province 5,Average expenditure per household,Lowest quintile,Household appliances,Dollars,C440,,Couple families,0 to 24 years,"$80,000 and over",280.0
2015,Province 5,Average expenditure per household,Lowest quintile,Clothing and accessories,Dollars,C441,1027.0,Couple families,0 to 24 years,"$90,000 and over",180.0
2015,Province 5,Average expenditure per household,Lowest quintile,Transportation,Dollars,C442,3324.0,Couple families,0 to 24 years,Median total income,36720.0
2015,Province 5,Average expenditure per household,Second quintile,Total expenditure,Dollars,C443,40607.0,Couple families,25 to 34 years,All income groups,23230.0
2015,Province 5,Average expenditure per household,Second quintile,Food purchased from stores,Dollars,C444,4451.0,Couple families,25 to 34 years,"Under $10,000",680.0
2015,Province 5,Average expenditure per household,Second quintile,Food purchased from restaurants,Dollars,C445,1163.0,Couple families,25 to 34 years,"$10,000 and over",22550.0
2015,Province 5,Average expenditure per household,Second quintile,Shelter,Dollars,C446,10314.0,Couple families,25 to 34 years,"$15,000 and over",22240.0
2015,Province 5,Average expenditure per household,Second quintile,Principal accommodation,Dollars,C447,9822.0,Couple families,25 to 34 years,"$20,000 and over",21900.0
2015,Province 5,Average expenditure per household,Second quintile,Rented living quarters,Dollars,C448,3884.0,Couple families,25 to 34 years,"$25,000 and over",21420.0
2015,Province 5,Average expenditure per household,Second quintile,Owned living quarters,Dollars,C449,3523.0,Couple families,25 to 34 years,"$30,000 and over",20810.0
2015,Province 5,Average expenditure per household,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C450,2416.0,Couple families,25 to 34 years,"$35,000 and over",20110.0
2015,Province 5,Average expenditure per household,Second quintile,Other accommodation,Dollars,C451,491.0,Couple families,25 to 34 years,"$40,000 and over",19270.0
2015,Province 5,Average expenditure per household,Second quintile,Household operations,Dollars,C452,3338.0,Couple families,25 to 34 years,"$45,000 and over",18310.0
2015,Province 5,Average expenditure per household,Second quintile,Communications,Dollars,C453,1760.0,Couple families,25 to 34 years,"$50,000 and over",17300.0
2015,Province 5,Average expenditure per household,Second quintile,Household furnishings and equipment,Dollars,C454,1062.0,Couple families,25 to 34 years,"$60,000 and over",15170.0
2015,Province 5,Average expenditure per household,Second quintile,Household furnishings,Dollars,C455,384.0,Couple families,25 to 34 years,"$70,000 and over",13110.0
2015,Province 5,Average expenditure per household,Second quintile,Household equipment,Dollars,C456,626.0,Couple families,25 to 34 years,"$75,000 and over",11960.0
2015,Province 5,Average expenditure per household,Second quintile,Household appliances,Dollars,C457,219.0,Couple families,25 to 34 years,"$80,000 and over",10850.0
2015,Province 5,Average expenditure per household,Second quintile,Clothing and accessories,Dollars,C458,1662.0,Couple families,25 to 34 years,"$90,000 and over",8830.0
2015,Province 5,Average expenditure per household,Second quintile,Transportation,Dollars,C459,5839.0,Couple families,25 to 34 years,Median total income,76430.0
2015,Province 5,Average expenditure per household,Third quintile,Total expenditure,Dollars,C460,60404.0,Couple families,35 to 44 years,All income groups,35400.0
2015,Province 5,Average expenditure per household,Third quintile,Food purchased from stores,Dollars,C461,5170.0,Couple families,35 to 44 years,"Under $10,000",620.0
2015,Province 5,Average expenditure per household,Third quintile,Food purchased from restaurants,Dollars,C462,1783.0,Couple families,35 to 44 years,"$10,000 and over",34780.0
2015,Province 5,Average expenditure per household,Third quintile,Shelter,Dollars,C463,12244.0,Couple families,35 to 44 years,"$15,000 and over",34520.0
2015,Province 5,Average expenditure per household,Third quintile,Principal accommodation,Dollars,C464,11336.0,Couple families,35 to 44 years,"$20,000 and over",34250.0
2015,Province 5,Average expenditure per household,Third quintile,Rented living quarters,Dollars,C465,2820.0,Couple families,35 to 44 years,"$25,000 and over",33880.0
2015,Province 5,Average expenditure per household,Third quintile,Owned living quarters,Dollars,C466,5203.0,Couple families,35 to 44 years,"$30,000 and over",33380.0
2015,Province 5,Average expenditure per household,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C467,3313.0,Couple families,35 to 44 years,"$35,000 and over",32780.0
2015,Province 5,Average expenditure per household,Third quintile,Other accommodation,Dollars,C468,908.0,Couple families,35 to 44 years,"$40,000 and over",32050.0
2015,Province 5,Average expenditure per household,Third quintile,Household operations,Dollars,C469,4489.0,Couple families,35 to 44 years,"$45,000 and over",31220.0
2015,Province 5,Average expenditure per household,Third quintile,Communications,Dollars,C470,2288.0,Couple families,35 to 44 years,"$50,000 and over",30260.0
2015,Province 5,Average expenditure per household,Third quintile,Household furnishings and equipment,Dollars,C471,1974.0,Couple families,35 to 44 years,"$60,000 and over",28160.0
2015,Province 5,Average expenditure per household,Third quintile,Household furnishings,Dollars,C472,571.0,Couple families,35 to 44 years,"$70,000 and over",25630.0
2015,Province 5,Average expenditure per household,Third quintile,Household equipment,Dollars,C473,1341.0,Couple families,35 to 44 years,"$75,000 and over",24300.0
2015,Province 5,Average expenditure per household,Third quintile,Household appliances,Dollars,C474,447.0,Couple families,35 to 44 years,"$80,000 and over",22880.0
2015,Province 5,Average expenditure per household,Third quintile,Clothing and accessories,Dollars,C475,2566.0,Couple families,35 to 44 years,"$90,000 and over",20020.0
2015,Province 5,Average expenditure per household,Third quintile,Transportation,Dollars,C476,12732.0,Couple families,35 to 44 years,Median total income,98340.0
2015,Province 5,Average expenditure per household,Fourth quintile,Total expenditure,Dollars,C477,87543.0,Couple families,45 to 54 years,All income groups,44380.0
2015,Province 5,Average expenditure per household,Fourth quintile,Food purchased from stores,Dollars,C478,6634.0,Couple families,45 to 54 years,"Under $10,000",500.0
2015,Province 5,Average expenditure per household,Fourth quintile,Food purchased from restaurants,Dollars,C479,2530.0,Couple families,45 to 54 years,"$10,000 and over",43880.0
2015,Province 5,Average expenditure per household,Fourth quintile,Shelter,Dollars,C480,16227.0,Couple families,45 to 54 years,"$15,000 and over",43570.0
2015,Province 5,Average expenditure per household,Fourth quintile,Principal accommodation,Dollars,C481,14830.0,Couple families,45 to 54 years,"$20,000 and over",43220.0
2015,Province 5,Average expenditure per household,Fourth quintile,Rented living quarters,Dollars,C482,2079.0,Couple families,45 to 54 years,"$25,000 and over",42740.0
2015,Province 5,Average expenditure per household,Fourth quintile,Owned living quarters,Dollars,C483,8994.0,Couple families,45 to 54 years,"$30,000 and over",42140.0
2015,Province 5,Average expenditure per household,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C484,3757.0,Couple families,45 to 54 years,"$35,000 and over",41430.0
2015,Province 5,Average expenditure per household,Fourth quintile,Other accommodation,Dollars,C485,1398.0,Couple families,45 to 54 years,"$40,000 and over",40610.0
2015,Province 5,Average expenditure per household,Fourth quintile,Household operations,Dollars,C486,5438.0,Couple families,45 to 54 years,"$45,000 and over",39680.0
2015,Province 5,Average expenditure per household,Fourth quintile,Communications,Dollars,C487,2587.0,Couple families,45 to 54 years,"$50,000 and over",38710.0
2015,Province 5,Average expenditure per household,Fourth quintile,Household furnishings and equipment,Dollars,C488,2055.0,Couple families,45 to 54 years,"$60,000 and over",36370.0
2015,Province 5,Average expenditure per household,Fourth quintile,Household furnishings,Dollars,C489,741.0,Couple families,45 to 54 years,"$70,000 and over",33750.0
2015,Province 5,Average expenditure per household,Fourth quintile,Household equipment,Dollars,C490,1243.0,Couple families,45 to 54 years,"$75,000 and over",32250.0
2015,Province 5,Average expenditure per household,Fourth quintile,Household appliances,Dollars,C491,631.0,Couple families,45 to 54 years,"$80,000 and over",30800.0
2015,Province 5,Average expenditure per household,Fourth quintile,Clothing and accessories,Dollars,C492,3289.0,Couple families,45 to 54 years,"$90,000 and over",27640.0
2015,Province 5,Average expenditure per household,Fourth quintile,Transportation,Dollars,C493,15708.0,Couple families,45 to 54 years,Median total income,107910.0
2015,Province 5,Average expenditure per household,Highest quintile,Total expenditure,Dollars,C494,139433.0,Couple families,55 to 64 years,All income groups,51360.0
2015,Province 5,Average expenditure per household,Highest quintile,Food purchased from stores,Dollars,C495,8397.0,Couple families,55 to 64 years,"Under $10,000",550.0
2015,Province 5,Average expenditure per household,Highest quintile,Food purchased from restaurants,Dollars,C496,3310.0,Couple families,55 to 64 years,"$10,000 and over",50810.0
2015,Province 5,Average expenditure per household,Highest quintile,Shelter,Dollars,C497,23511.0,Couple families,55 to 64 years,"$15,000 and over",50090.0
2015,Province 5,Average expenditure per household,Highest quintile,Principal accommodation,Dollars,C498,20314.0,Couple families,55 to 64 years,"$20,000 and over",49480.0
2015,Province 5,Average expenditure per household,Highest quintile,Rented living quarters,Dollars,C499,804.0,Couple families,55 to 64 years,"$25,000 and over",48670.0
2015,Province 5,Average expenditure per household,Highest quintile,Owned living quarters,Dollars,C500,15041.0,Couple families,55 to 64 years,"$30,000 and over",47720.0
2015,Province 5,Average expenditure per household,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C501,4469.0,Couple families,55 to 64 years,"$35,000 and over",46600.0
2015,Province 5,Average expenditure per household,Highest quintile,Other accommodation,Dollars,C502,3197.0,Couple families,55 to 64 years,"$40,000 and over",45210.0
2015,Province 5,Average expenditure per household,Highest quintile,Household operations,Dollars,C503,7135.0,Couple families,55 to 64 years,"$45,000 and over",43690.0
2015,Province 5,Average expenditure per household,Highest quintile,Communications,Dollars,C504,3139.0,Couple families,55 to 64 years,"$50,000 and over",41970.0
2015,Province 5,Average expenditure per household,Highest quintile,Household furnishings and equipment,Dollars,C505,4142.0,Couple families,55 to 64 years,"$60,000 and over",38230.0
2015,Province 5,Average expenditure per household,Highest quintile,Household furnishings,Dollars,C506,1638.0,Couple families,55 to 64 years,"$70,000 and over",34230.0
2015,Province 5,Average expenditure per household,Highest quintile,Household equipment,Dollars,C507,2250.0,Couple families,55 to 64 years,"$75,000 and over",32190.0
2015,Province 5,Average expenditure per household,Highest quintile,Household appliances,Dollars,C508,668.0,Couple families,55 to 64 years,"$80,000 and over",30170.0
2015,Province 5,Average expenditure per household,Highest quintile,Clothing and accessories,Dollars,C509,5063.0,Couple families,55 to 64 years,"$90,000 and over",26240.0
2015,Province 5,Average expenditure per household,Highest quintile,Transportation,Dollars,C510,17513.0,Couple families,55 to 64 years,Median total income,91580.0
2015,Province 6,Average expenditure per household,All quintiles,Total expenditure,Dollars,C511,67326.0,Couple families,Total all ages,All income groups,92200.0
2015,Province 6,Average expenditure per household,All quintiles,Food purchased from stores,Dollars,C512,5952.0,Couple families,Total all ages,"Under $10,000",1630.0
2015,Province 6,Average expenditure per household,All quintiles,Food purchased from restaurants,Dollars,C513,2059.0,Couple families,Total all ages,"$10,000 and over",90570.0
2015,Province 6,Average expenditure per household,All quintiles,Shelter,Dollars,C514,12171.0,Couple families,Total all ages,"$15,000 and over",89810.0
2015,Province 6,Average expenditure per household,All quintiles,Principal accommodation,Dollars,C515,11087.0,Couple families,Total all ages,"$20,000 and over",89000.0
2015,Province 6,Average expenditure per household,All quintiles,Rented living quarters,Dollars,C516,2052.0,Couple families,Total all ages,"$25,000 and over",87900.0
2015,Province 6,Average expenditure per household,All quintiles,Owned living quarters,Dollars,C517,5986.0,Couple families,Total all ages,"$30,000 and over",86230.0
2015,Province 6,Average expenditure per household,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C518,3049.0,Couple families,Total all ages,"$35,000 and over",83730.0
2015,Province 6,Average expenditure per household,All quintiles,Other accommodation,Dollars,C519,1084.0,Couple families,Total all ages,"$40,000 and over",81170.0
2015,Province 6,Average expenditure per household,All quintiles,Household operations,Dollars,C520,4334.0,Couple families,Total all ages,"$45,000 and over",78450.0
2015,Province 6,Average expenditure per household,All quintiles,Communications,Dollars,C521,2082.0,Couple families,Total all ages,"$50,000 and over",75680.0
2015,Province 6,Average expenditure per household,All quintiles,Household furnishings and equipment,Dollars,C522,1815.0,Couple families,Total all ages,"$60,000 and over",69470.0
2015,Province 6,Average expenditure per household,All quintiles,Household furnishings,Dollars,C523,687.0,Couple families,Total all ages,"$70,000 and over",63030.0
2015,Province 6,Average expenditure per household,All quintiles,Household equipment,Dollars,C524,1028.0,Couple families,Total all ages,"$75,000 and over",59570.0
2015,Province 6,Average expenditure per household,All quintiles,Household appliances,Dollars,C525,360.0,Couple families,Total all ages,"$80,000 and over",56180.0
2015,Province 6,Average expenditure per household,All quintiles,Clothing and accessories,Dollars,C526,2706.0,Couple families,Total all ages,"$90,000 and over",49450.0
2015,Province 6,Average expenditure per household,All quintiles,Transportation,Dollars,C527,10607.0,Couple families,Total all ages,Median total income,95250.0
2015,Province 6,Average expenditure per household,Lowest quintile,Total expenditure,Dollars,C528,27045.0,Couple families,0 to 24 years,All income groups,1460.0
2015,Province 6,Average expenditure per household,Lowest quintile,Food purchased from stores,Dollars,C529,3279.0,Couple families,0 to 24 years,"Under $10,000",170.0
2015,Province 6,Average expenditure per household,Lowest quintile,Food purchased from restaurants,Dollars,C530,746.0,Couple families,0 to 24 years,"$10,000 and over",1290.0
2015,Province 6,Average expenditure per household,Lowest quintile,Shelter,Dollars,C531,7520.0,Couple families,0 to 24 years,"$15,000 and over",1210.0
2015,Province 6,Average expenditure per household,Lowest quintile,Principal accommodation,Dollars,C532,7303.0,Couple families,0 to 24 years,"$20,000 and over",1110.0
2015,Province 6,Average expenditure per household,Lowest quintile,Rented living quarters,Dollars,C533,3895.0,Couple families,0 to 24 years,"$25,000 and over",1010.0
2015,Province 6,Average expenditure per household,Lowest quintile,Owned living quarters,Dollars,C534,1486.0,Couple families,0 to 24 years,"$30,000 and over",900.0
2015,Province 6,Average expenditure per household,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C535,1922.0,Couple families,0 to 24 years,"$35,000 and over",750.0
2015,Province 6,Average expenditure per household,Lowest quintile,Other accommodation,Dollars,C536,217.0,Couple families,0 to 24 years,"$40,000 and over",650.0
2015,Province 6,Average expenditure per household,Lowest quintile,Household operations,Dollars,C537,2431.0,Couple families,0 to 24 years,"$45,000 and over",530.0
2015,Province 6,Average expenditure per household,Lowest quintile,Communications,Dollars,C538,1331.0,Couple families,0 to 24 years,"$50,000 and over",430.0
2015,Province 6,Average expenditure per household,Lowest quintile,Household furnishings and equipment,Dollars,C539,1014.0,Couple families,0 to 24 years,"$60,000 and over",290.0
2015,Province 6,Average expenditure per household,Lowest quintile,Household furnishings,Dollars,C540,377.0,Couple families,0 to 24 years,"$70,000 and over",200.0
2015,Province 6,Average expenditure per household,Lowest quintile,Household equipment,Dollars,C541,547.0,Couple families,0 to 24 years,"$75,000 and over",170.0
2015,Province 6,Average expenditure per household,Lowest quintile,Household appliances,Dollars,C542,225.0,Couple families,0 to 24 years,"$80,000 and over",140.0
2015,Province 6,Average expenditure per household,Lowest quintile,Clothing and accessories,Dollars,C543,1013.0,Couple families,0 to 24 years,"$90,000 and over",80.0
2015,Province 6,Average expenditure per household,Lowest quintile,Transportation,Dollars,C544,4151.0,Couple families,0 to 24 years,Median total income,35950.0
2015,Province 6,Average expenditure per household,Second quintile,Total expenditure,Dollars,C545,39768.0,Couple families,25 to 34 years,All income groups,12480.0
2015,Province 6,Average expenditure per household,Second quintile,Food purchased from stores,Dollars,C546,4620.0,Couple families,25 to 34 years,"Under $10,000",470.0
2015,Province 6,Average expenditure per household,Second quintile,Food purchased from restaurants,Dollars,C547,1114.0,Couple families,25 to 34 years,"$10,000 and over",12010.0
2015,Province 6,Average expenditure per household,Second quintile,Shelter,Dollars,C548,9264.0,Couple families,25 to 34 years,"$15,000 and over",11860.0
2015,Province 6,Average expenditure per household,Second quintile,Principal accommodation,Dollars,C549,8958.0,Couple families,25 to 34 years,"$20,000 and over",11670.0
2015,Province 6,Average expenditure per household,Second quintile,Rented living quarters,Dollars,C550,2634.0,Couple families,25 to 34 years,"$25,000 and over",11400.0
2015,Province 6,Average expenditure per household,Second quintile,Owned living quarters,Dollars,C551,3661.0,Couple families,25 to 34 years,"$30,000 and over",11090.0
2015,Province 6,Average expenditure per household,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C552,2663.0,Couple families,25 to 34 years,"$35,000 and over",10770.0
2015,Province 6,Average expenditure per household,Second quintile,Other accommodation,Dollars,C553,306.0,Couple families,25 to 34 years,"$40,000 and over",10320.0
2015,Province 6,Average expenditure per household,Second quintile,Household operations,Dollars,C554,3082.0,Couple families,25 to 34 years,"$45,000 and over",9830.0
2015,Province 6,Average expenditure per household,Second quintile,Communications,Dollars,C555,1548.0,Couple families,25 to 34 years,"$50,000 and over",9360.0
2015,Province 6,Average expenditure per household,Second quintile,Household furnishings and equipment,Dollars,C556,1364.0,Couple families,25 to 34 years,"$60,000 and over",8340.0
2015,Province 6,Average expenditure per household,Second quintile,Household furnishings,Dollars,C557,521.0,Couple families,25 to 34 years,"$70,000 and over",7320.0
2015,Province 6,Average expenditure per household,Second quintile,Household equipment,Dollars,C558,799.0,Couple families,25 to 34 years,"$75,000 and over",6720.0
2015,Province 6,Average expenditure per household,Second quintile,Household appliances,Dollars,C559,242.0,Couple families,25 to 34 years,"$80,000 and over",6150.0
2015,Province 6,Average expenditure per household,Second quintile,Clothing and accessories,Dollars,C560,1601.0,Couple families,25 to 34 years,"$90,000 and over",5050.0
2015,Province 6,Average expenditure per household,Second quintile,Transportation,Dollars,C561,7233.0,Couple families,25 to 34 years,Median total income,79130.0
2015,Province 6,Average expenditure per household,Third quintile,Total expenditure,Dollars,C562,56652.0,Couple families,35 to 44 years,All income groups,17600.0
2015,Province 6,Average expenditure per household,Third quintile,Food purchased from stores,Dollars,C563,6000.0,Couple families,35 to 44 years,"Under $10,000",420.0
2015,Province 6,Average expenditure per household,Third quintile,Food purchased from restaurants,Dollars,C564,1788.0,Couple families,35 to 44 years,"$10,000 and over",17190.0
2015,Province 6,Average expenditure per household,Third quintile,Shelter,Dollars,C565,11095.0,Couple families,35 to 44 years,"$15,000 and over",17060.0
2015,Province 6,Average expenditure per household,Third quintile,Principal accommodation,Dollars,C566,10474.0,Couple families,35 to 44 years,"$20,000 and over",16910.0
2015,Province 6,Average expenditure per household,Third quintile,Rented living quarters,Dollars,C567,1931.0,Couple families,35 to 44 years,"$25,000 and over",16740.0
2015,Province 6,Average expenditure per household,Third quintile,Owned living quarters,Dollars,C568,5307.0,Couple families,35 to 44 years,"$30,000 and over",16540.0
2015,Province 6,Average expenditure per household,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C569,3235.0,Couple families,35 to 44 years,"$35,000 and over",16260.0
2015,Province 6,Average expenditure per household,Third quintile,Other accommodation,Dollars,C570,621.0,Couple families,35 to 44 years,"$40,000 and over",15960.0
2015,Province 6,Average expenditure per household,Third quintile,Household operations,Dollars,C571,4031.0,Couple families,35 to 44 years,"$45,000 and over",15660.0
2015,Province 6,Average expenditure per household,Third quintile,Communications,Dollars,C572,2048.0,Couple families,35 to 44 years,"$50,000 and over",15290.0
2015,Province 6,Average expenditure per household,Third quintile,Household furnishings and equipment,Dollars,C573,1592.0,Couple families,35 to 44 years,"$60,000 and over",14450.0
2015,Province 6,Average expenditure per household,Third quintile,Household furnishings,Dollars,C574,633.0,Couple families,35 to 44 years,"$70,000 and over",13430.0
2015,Province 6,Average expenditure per household,Third quintile,Household equipment,Dollars,C575,795.0,Couple families,35 to 44 years,"$75,000 and over",12890.0
2015,Province 6,Average expenditure per household,Third quintile,Household appliances,Dollars,C576,362.0,Couple families,35 to 44 years,"$80,000 and over",12310.0
2015,Province 6,Average expenditure per household,Third quintile,Clothing and accessories,Dollars,C577,2295.0,Couple families,35 to 44 years,"$90,000 and over",11020.0
2015,Province 6,Average expenditure per household,Third quintile,Transportation,Dollars,C578,9837.0,Couple families,35 to 44 years,Median total income,107180.0
2015,Province 6,Average expenditure per household,Fourth quintile,Total expenditure,Dollars,C579,78258.0,Couple families,45 to 54 years,All income groups,19740.0
2015,Province 6,Average expenditure per household,Fourth quintile,Food purchased from stores,Dollars,C580,7154.0,Couple families,45 to 54 years,"Under $10,000",270.0
2015,Province 6,Average expenditure per household,Fourth quintile,Food purchased from restaurants,Dollars,C581,3038.0,Couple families,45 to 54 years,"$10,000 and over",19470.0
2015,Province 6,Average expenditure per household,Fourth quintile,Shelter,Dollars,C582,13156.0,Couple families,45 to 54 years,"$15,000 and over",19360.0
2015,Province 6,Average expenditure per household,Fourth quintile,Principal accommodation,Dollars,C583,11794.0,Couple families,45 to 54 years,"$20,000 and over",19230.0
2015,Province 6,Average expenditure per household,Fourth quintile,Rented living quarters,Dollars,C584,1478.0,Couple families,45 to 54 years,"$25,000 and over",19050.0
2015,Province 6,Average expenditure per household,Fourth quintile,Owned living quarters,Dollars,C585,7081.0,Couple families,45 to 54 years,"$30,000 and over",18820.0
2015,Province 6,Average expenditure per household,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C586,3236.0,Couple families,45 to 54 years,"$35,000 and over",18540.0
2015,Province 6,Average expenditure per household,Fourth quintile,Other accommodation,Dollars,C587,1361.0,Couple families,45 to 54 years,"$40,000 and over",18240.0
2015,Province 6,Average expenditure per household,Fourth quintile,Household operations,Dollars,C588,5351.0,Couple families,45 to 54 years,"$45,000 and over",17910.0
2015,Province 6,Average expenditure per household,Fourth quintile,Communications,Dollars,C589,2480.0,Couple families,45 to 54 years,"$50,000 and over",17580.0
2015,Province 6,Average expenditure per household,Fourth quintile,Household furnishings and equipment,Dollars,C590,1734.0,Couple families,45 to 54 years,"$60,000 and over",16800.0
2015,Province 6,Average expenditure per household,Fourth quintile,Household furnishings,Dollars,C591,577.0,Couple families,45 to 54 years,"$70,000 and over",15970.0
2015,Province 6,Average expenditure per household,Fourth quintile,Household equipment,Dollars,C592,1099.0,Couple families,45 to 54 years,"$75,000 and over",15420.0
2015,Province 6,Average expenditure per household,Fourth quintile,Household appliances,Dollars,C593,406.0,Couple families,45 to 54 years,"$80,000 and over",14880.0
2015,Province 6,Average expenditure per household,Fourth quintile,Clothing and accessories,Dollars,C594,3319.0,Couple families,45 to 54 years,"$90,000 and over",13760.0
2015,Province 6,Average expenditure per household,Fourth quintile,Transportation,Dollars,C595,13291.0,Couple families,45 to 54 years,Median total income,121830.0
2015,Province 6,Average expenditure per household,Highest quintile,Total expenditure,Dollars,C596,134542.0,Couple families,55 to 64 years,All income groups,19680.0
2015,Province 6,Average expenditure per household,Highest quintile,Food purchased from stores,Dollars,C597,8688.0,Couple families,55 to 64 years,"Under $10,000",220.0
2015,Province 6,Average expenditure per household,Highest quintile,Food purchased from restaurants,Dollars,C598,3599.0,Couple families,55 to 64 years,"$10,000 and over",19470.0
2015,Province 6,Average expenditure per household,Highest quintile,Shelter,Dollars,C599,19778.0,Couple families,55 to 64 years,"$15,000 and over",19260.0
2015,Province 6,Average expenditure per household,Highest quintile,Principal accommodation,Dollars,C600,16872.0,Couple families,55 to 64 years,"$20,000 and over",19090.0
2015,Province 6,Average expenditure per household,Highest quintile,Rented living quarters,Dollars,C601,,Couple families,55 to 64 years,"$25,000 and over",18850.0
2015,Province 6,Average expenditure per household,Highest quintile,Owned living quarters,Dollars,C602,12357.0,Couple families,55 to 64 years,"$30,000 and over",18590.0
2015,Province 6,Average expenditure per household,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C603,4182.0,Couple families,55 to 64 years,"$35,000 and over",18290.0
2015,Province 6,Average expenditure per household,Highest quintile,Other accommodation,Dollars,C604,2906.0,Couple families,55 to 64 years,"$40,000 and over",17920.0
2015,Province 6,Average expenditure per household,Highest quintile,Household operations,Dollars,C605,6762.0,Couple families,55 to 64 years,"$45,000 and over",17500.0
2015,Province 6,Average expenditure per household,Highest quintile,Communications,Dollars,C606,2999.0,Couple families,55 to 64 years,"$50,000 and over",17040.0
2015,Province 6,Average expenditure per household,Highest quintile,Household furnishings and equipment,Dollars,C607,3362.0,Couple families,55 to 64 years,"$60,000 and over",15960.0
2015,Province 6,Average expenditure per household,Highest quintile,Household furnishings,Dollars,C608,1324.0,Couple families,55 to 64 years,"$70,000 and over",14750.0
